CD_REGIONAL,NM_REGIONAL,CD_MUNICIPIO,NM_MUNICIPIO,CD_ESCOLA,NM_ESCOLA,CD_ETAPA_AVALIADA,DC_ETAPA_AVALIADA,NM_DISCIPLINA,NU_ACERTO_24,NU_TOTAL_24,TX_ACERTO_24,ct_alto_24,ct_medio_24,ct_baixo_24,ct_muito_baixo_24,NU_ACERTO_25,NU_TOTAL_25,TX_ACERTO_25,ct_alto_25,ct_medio_25,ct_baixo_25,ct_muito_baixo_25
28,SRE VILA VELHA,3205200,VILA VELHA,32038488,EEEFM AGENOR DE SOUZA LE,26,ENSINO MEDIO - 2ª SERIE,Matemática,993.0,2800.0,35.464285714285715,0,29,58,53,1508.0,3080.0,48.96103896103896,11,53,65,25
28,SRE VILA VELHA,3205200,VILA VELHA,32038496,EEEFM FRANCELINA CARNEIRO SETUBAL,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,2476.0,4020.0,61.59203980099503,23,134,37,7,2757.0,4520.0,60.99557522123894,40,116,56,14
28,SRE VILA VELHA,3205200,VILA VELHA,32038496,EEEFM FRANCELINA CARNEIRO SETUBAL,26,ENSINO MEDIO - 2ª SERIE,Matemática,1685.0,3960.0,42.55050505050505,13,49,80,56,2225.0,4580.0,48.58078602620088,21,67,107,34
28,SRE VILA VELHA,3205200,VILA VELHA,32038500,EEEFM LUIZ MANOEL VELLOZO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1532.0,2620.0,58.47328244274809,15,72,40,4,1379.0,2720.0,50.6985294117647,4,64,51,17
28,SRE VILA VELHA,3205200,VILA VELHA,32038500,EEEFM LUIZ MANOEL VELLOZO,26,ENSINO MEDIO - 2ª SERIE,Matemática,869.0,2780.0,31.258992805755398,3,21,40,75,1058.0,2960.0,35.74324324324324,2,19,78,49
28,SRE VILA VELHA,3205200,VILA VELHA,32038534,EEEFM PROF GERALDO COSTA ALVES,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1197.0,2040.0,58.6764705882353,12,56,33,1,2099.0,3860.0,54.37823834196891,8,109,59,17
28,SRE VILA VELHA,3205200,VILA VELHA,32038534,EEEFM PROF GERALDO COSTA ALVES,26,ENSINO MEDIO - 2ª SERIE,Matemática,709.0,2140.0,33.13084112149533,0,19,40,48,1537.0,3900.0,39.41025641025641,3,44,98,50
28,SRE VILA VELHA,3205200,VILA VELHA,32038755,EEEM GODOFREDO SCHNEIDER,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,3335.0,5180.0,64.38223938223938,48,162,43,6,2591.0,4320.0,59.976851851851855,25,130,51,10
28,SRE VILA VELHA,3205200,VILA VELHA,32038755,EEEM GODOFREDO SCHNEIDER,26,ENSINO MEDIO - 2ª SERIE,Matemática,1802.0,5120.0,35.1953125,8,41,106,101,2348.0,4540.0,51.71806167400881,27,74,103,23
28,SRE VILA VELHA,3205200,VILA VELHA,32038852,EEEFM ADOLFINA ZAMPROGNO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1527.0,2820.0,54.14893617021277,6,73,51,11,1258.0,2380.0,52.85714285714285,6,54,51,8
28,SRE VILA VELHA,3205200,VILA VELHA,32038852,EEEFM ADOLFINA ZAMPROGNO,26,ENSINO MEDIO - 2ª SERIE,Matemática,1041.0,3020.0,34.47019867549669,4,19,68,60,959.0,2500.0,38.36,1,17,73,34
28,SRE VILA VELHA,3205200,VILA VELHA,32038941,EEEM DR FRANCISCO FREITAS LIMA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1534.0,2740.0,55.98540145985402,7,79,45,6,1925.0,2960.0,65.03378378378379,41,71,28,8
28,SRE VILA VELHA,3205200,VILA VELHA,32038941,EEEM DR FRANCISCO FREITAS LIMA,26,ENSINO MEDIO - 2ª SERIE,Matemática,786.0,2660.0,29.548872180451127,0,6,66,61,1104.0,3000.0,36.8,3,19,82,46
28,SRE VILA VELHA,3205200,VILA VELHA,32039085,EEEM BENICIO GONCALVES,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,3817.0,6160.0,61.96428571428572,37,197,67,7,3214.0,5240.0,61.33587786259542,49,140,54,19
28,SRE VILA VELHA,3205200,VILA VELHA,32039085,EEEM BENICIO GONCALVES,26,ENSINO MEDIO - 2ª SERIE,Matemática,2798.0,6040.0,46.32450331125828,27,86,120,69,2876.0,5440.0,52.86764705882353,38,92,102,40
28,SRE VILA VELHA,3205200,VILA VELHA,32039352,CEEFMTI ASSISOLINA ASSIS ANDRADE,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,377.0,760.0,49.60526315789474,4,15,12,7,715.0,1220.0,58.60655737704918,9,33,14,5
28,SRE VILA VELHA,3205200,VILA VELHA,32039352,CEEFMTI ASSISOLINA ASSIS ANDRADE,26,ENSINO MEDIO - 2ª SERIE,Matemática,189.0,680.0,27.794117647058822,1,2,9,22,643.0,1220.0,52.704918032786885,7,22,24,8
28,SRE VILA VELHA,3205200,VILA VELHA,32039387,EEEFM CATHARINA CHEQUER,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,677.0,1240.0,54.596774193548384,3,34,23,2,1188.0,2080.0,57.11538461538461,13,46,37,8
28,SRE VILA VELHA,3205200,VILA VELHA,32039387,EEEFM CATHARINA CHEQUER,26,ENSINO MEDIO - 2ª SERIE,Matemática,701.0,2100.0,33.38095238095238,4,15,35,51,963.0,2340.0,41.15384615384615,9,26,42,40
28,SRE VILA VELHA,3205200,VILA VELHA,32039409,EEEFM FLORENTINO AVIDOS,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,3094.0,5580.0,55.448028673835125,22,140,100,17,2849.0,5020.0,56.75298804780876,20,142,80,9
28,SRE VILA VELHA,3205200,VILA VELHA,32039409,EEEFM FLORENTINO AVIDOS,26,ENSINO MEDIO - 2ª SERIE,Matemática,1655.0,5040.0,32.83730158730159,3,38,102,109,2234.0,5520.0,40.471014492753625,2,63,142,69
28,SRE VILA VELHA,3205200,VILA VELHA,32039565,EEEFM MARCILIO DIAS,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,955.0,1660.0,57.53012048192771,9,42,26,6,1304.0,2140.0,60.93457943925234,16,57,29,5
28,SRE VILA VELHA,3205200,VILA VELHA,32039565,EEEFM MARCILIO DIAS,26,ENSINO MEDIO - 2ª SERIE,Matemática,542.0,1600.0,33.875,2,7,39,32,989.0,2220.0,44.549549549549546,11,27,43,30
28,SRE VILA VELHA,3205200,VILA VELHA,32039603,EEEFM JUDITH DA SILVA GOES COUTINHO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,925.0,1580.0,58.54430379746835,9,44,24,2,1024.0,1580.0,64.81012658227849,20,42,15,2
28,SRE VILA VELHA,3205200,VILA VELHA,32039603,EEEFM JUDITH DA SILVA GOES COUTINHO,26,ENSINO MEDIO - 2ª SERIE,Matemática,374.0,1300.0,28.76923076923077,0,8,24,33,1064.0,1820.0,58.46153846153846,22,31,30,8
28,SRE VILA VELHA,3205200,VILA VELHA,32039727,CEEFMTI GALDINO ANTONIO VIEIRA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,742.0,1340.0,55.37313432835821,3,42,16,6,1024.0,2040.0,50.19607843137255,1,53,33,15
28,SRE VILA VELHA,3205200,VILA VELHA,32039727,CEEFMTI GALDINO ANTONIO VIEIRA,26,ENSINO MEDIO - 2ª SERIE,Matemática,318.0,1340.0,23.73134328358209,0,0,20,47,942.0,2200.0,42.81818181818182,6,22,64,18
28,SRE VILA VELHA,3205200,VILA VELHA,32039867,EEEM ORMANDA GONCALVES,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,3288.0,5480.0,60.0,39,155,73,7,3561.0,6220.0,57.2508038585209,27,185,74,25
28,SRE VILA VELHA,3205200,VILA VELHA,32039867,EEEM ORMANDA GONCALVES,26,ENSINO MEDIO - 2ª SERIE,Matemática,2161.0,4980.0,43.39357429718876,22,52,104,71,2660.0,6280.0,42.35668789808917,7,82,159,66
28,SRE VILA VELHA,3205200,VILA VELHA,32039883,EEEFM SILVIO ROCIO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,251.0,480.0,52.29166666666666,1,10,10,3,308.0,580.0,53.10344827586207,0,19,9,1
28,SRE VILA VELHA,3205200,VILA VELHA,32039883,EEEFM SILVIO ROCIO,26,ENSINO MEDIO - 2ª SERIE,Matemática,127.0,500.0,25.4,0,1,9,15,245.0,560.0,43.75,0,10,10,8
28,SRE VILA VELHA,3205200,VILA VELHA,32062648,EEEM PROFESSOR AGENOR RORIS,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,4924.0,8080.0,60.94059405940594,52,243,97,12,4568.0,7380.0,61.8970189701897,45,236,71,17
28,SRE VILA VELHA,3205200,VILA VELHA,32062648,EEEM PROFESSOR AGENOR RORIS,26,ENSINO MEDIO - 2ª SERIE,Matemática,2860.0,7860.0,36.38676844783715,25,38,185,145,3723.0,7760.0,47.97680412371134,28,128,179,53
28,SRE VILA VELHA,3205200,VILA VELHA,32079230,EEEM MARIO GURGEL,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,2799.0,5460.0,51.26373626373626,18,109,118,28,2159.0,4400.0,49.06818181818182,14,87,84,35
28,SRE VILA VELHA,3205200,VILA VELHA,32079230,EEEM MARIO GURGEL,26,ENSINO MEDIO - 2ª SERIE,Matemática,2244.0,5520.0,40.65217391304348,51,28,78,119,1534.0,4620.0,33.2034632034632,3,25,105,98
28,SRE VILA VELHA,3205200,VILA VELHA,32081634,CEEFMTI PASTOR OLIVEIRA DE ARAUJO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,250.0,520.0,48.07692307692308,0,8,16,2,566.0,1060.0,53.39622641509434,2,25,22,4
28,SRE VILA VELHA,3205200,VILA VELHA,32081634,CEEFMTI PASTOR OLIVEIRA DE ARAUJO,26,ENSINO MEDIO - 2ª SERIE,Matemática,117.0,540.0,21.666666666666668,0,0,7,20,325.0,1040.0,31.25,1,3,23,25
29,SRE CARIACICA,3201308,CARIACICA,32033796,EEEFM MARIA DE LOURDES POYARES LABUTO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,973.0,1880.0,51.755319148936174,5,44,39,6,2126.0,4060.0,52.364532019704434,7,99,81,16
29,SRE CARIACICA,3201308,CARIACICA,32033796,EEEFM MARIA DE LOURDES POYARES LABUTO,26,ENSINO MEDIO - 2ª SERIE,Matemática,455.0,1500.0,30.33333333333333,5,4,20,46,1473.0,4240.0,34.740566037735846,2,33,98,79
29,SRE CARIACICA,3201308,CARIACICA,32033826,EEEFM JOSE RODRIGUES COUTINHO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,913.0,1560.0,58.52564102564103,10,40,23,5,685.0,1340.0,51.11940298507463,4,28,30,5
29,SRE CARIACICA,3201308,CARIACICA,32033826,EEEFM JOSE RODRIGUES COUTINHO,26,ENSINO MEDIO - 2ª SERIE,Matemática,461.0,1540.0,29.935064935064936,1,6,32,38,519.0,1280.0,40.546875,1,13,34,16
29,SRE CARIACICA,3201308,CARIACICA,32033940,EEEFM SATURNINO RANGEL MAURO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1607.0,3180.0,50.53459119496856,6,67,73,13,1721.0,3620.0,47.5414364640884,3,64,90,24
29,SRE CARIACICA,3201308,CARIACICA,32033940,EEEFM SATURNINO RANGEL MAURO,26,ENSINO MEDIO - 2ª SERIE,Matemática,1045.0,3560.0,29.353932584269664,2,10,75,91,1464.0,3540.0,41.35593220338984,11,39,72,55
29,SRE CARIACICA,3201308,CARIACICA,32034016,EEEFM ANA LOPES BALESTRERO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,2056.0,3760.0,54.680851063829785,12,96,73,7,1882.0,3380.0,55.680473372781066,19,79,63,8
29,SRE CARIACICA,3201308,CARIACICA,32034016,EEEFM ANA LOPES BALESTRERO,26,ENSINO MEDIO - 2ª SERIE,Matemática,1026.0,3660.0,28.0327868852459,0,9,78,96,1578.0,3440.0,45.872093023255815,11,50,82,29
29,SRE CARIACICA,3201308,CARIACICA,32034040,EEEFM SAO JOAO BATISTA - CARIACICA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,2104.0,3900.0,53.94871794871795,11,98,71,15,2420.0,4880.0,49.59016393442623,8,102,101,33
29,SRE CARIACICA,3201308,CARIACICA,32034040,EEEFM SAO JOAO BATISTA - CARIACICA,26,ENSINO MEDIO - 2ª SERIE,Matemática,1027.0,3680.0,27.907608695652176,0,7,73,104,1623.0,4260.0,38.098591549295776,5,42,98,68
29,SRE CARIACICA,3201308,CARIACICA,32034644,EEEFM JOSE VITOR FILHO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1512.0,2620.0,57.70992366412214,17,65,44,5,1122.0,2120.0,52.9245283018868,2,57,41,6
29,SRE CARIACICA,3201308,CARIACICA,32034644,EEEFM JOSE VITOR FILHO,26,ENSINO MEDIO - 2ª SERIE,Matemática,782.0,2580.0,30.31007751937985,0,15,49,65,982.0,2360.0,41.61016949152543,1,29,66,22
29,SRE CARIACICA,3201308,CARIACICA,32034652,EEEFM JESUS CRISTO REI,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1432.0,2800.0,51.142857142857146,8,67,42,23,2494.0,4580.0,54.45414847161572,27,99,77,26
29,SRE CARIACICA,3201308,CARIACICA,32034652,EEEFM JESUS CRISTO REI,26,ENSINO MEDIO - 2ª SERIE,Matemática,1096.0,2660.0,41.203007518796994,5,32,59,37,2104.0,5120.0,41.09375,16,57,110,73
29,SRE CARIACICA,3201308,CARIACICA,32034679,EEEFM JOAO CRISOSTOMO BELESA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1455.0,2780.0,52.33812949640288,16,56,50,17,2007.0,3960.0,50.68181818181818,7,91,77,23
29,SRE CARIACICA,3201308,CARIACICA,32034679,EEEFM JOAO CRISOSTOMO BELESA,26,ENSINO MEDIO - 2ª SERIE,Matemática,300.0,1100.0,27.272727272727277,0,6,16,33,1556.0,3600.0,43.22222222222222,11,51,74,44
29,SRE CARIACICA,3201308,CARIACICA,32034857,CEEFMTI PROFESSORA MARIA PENEDO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,668.0,1140.0,58.59649122807018,7,31,14,5,1132.0,1980.0,57.17171717171717,5,61,24,9
29,SRE CARIACICA,3201308,CARIACICA,32034857,CEEFMTI PROFESSORA MARIA PENEDO,26,ENSINO MEDIO - 2ª SERIE,Matemática,385.0,1100.0,35.0,0,8,26,21,776.0,2120.0,36.60377358490566,1,20,52,33
29,SRE CARIACICA,3201308,CARIACICA,32034954,EEEFM THEODOMIRO RIBEIRO COELHO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1592.0,2900.0,54.89655172413793,20,69,41,15,1805.0,3280.0,55.03048780487805,8,92,50,14
29,SRE CARIACICA,3201308,CARIACICA,32034954,EEEFM THEODOMIRO RIBEIRO COELHO,26,ENSINO MEDIO - 2ª SERIE,Matemática,681.0,2300.0,29.608695652173918,0,10,49,56,1342.0,3320.0,40.42168674698795,3,33,91,39
29,SRE CARIACICA,3201308,CARIACICA,32035004,EEEFM ALZIRA RAMOS,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1128.0,2220.0,50.810810810810814,5,47,45,14,1064.0,2420.0,43.96694214876033,1,44,51,25
29,SRE CARIACICA,3201308,CARIACICA,32035004,EEEFM ALZIRA RAMOS,26,ENSINO MEDIO - 2ª SERIE,Matemática,585.0,2100.0,27.857142857142858,0,2,52,51,717.0,2360.0,30.38135593220339,0,4,64,50
29,SRE CARIACICA,3201308,CARIACICA,32035012,EEEFM ARY PARREIRAS,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,2827.0,4480.0,63.10267857142857,32,143,44,5,2673.0,4520.0,59.13716814159292,33,125,53,15
29,SRE CARIACICA,3201308,CARIACICA,32035012,EEEFM ARY PARREIRAS,26,ENSINO MEDIO - 2ª SERIE,Matemática,1569.0,4140.0,37.89855072463768,4,43,98,62,1856.0,4580.0,40.52401746724891,4,44,133,48
29,SRE CARIACICA,3201308,CARIACICA,32035039,EEEFM HUNNEY EVEREST PIOVESAN,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,4593.0,8000.0,57.4125,51,200,119,30,4183.0,7920.0,52.81565656565657,23,189,143,41
29,SRE CARIACICA,3201308,CARIACICA,32035039,EEEFM HUNNEY EVEREST PIOVESAN,26,ENSINO MEDIO - 2ª SERIE,Matemática,2204.0,7300.0,30.19178082191781,1,36,148,180,2966.0,8180.0,36.25916870415648,9,48,222,130
29,SRE CARIACICA,3201308,CARIACICA,32035063,EEEFM PROF MARIA DE LOURDES SANTOS SILVA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1042.0,1700.0,61.294117647058826,9,57,19,0,937.0,1640.0,57.13414634146341,6,51,17,8
29,SRE CARIACICA,3201308,CARIACICA,32035063,EEEFM PROF MARIA DE LOURDES SANTOS SILVA,26,ENSINO MEDIO - 2ª SERIE,Matemática,480.0,1640.0,29.26829268292683,0,5,42,35,867.0,1800.0,48.16666666666666,4,33,43,10
29,SRE CARIACICA,3201308,CARIACICA,32035080,EEEFM PROF JOAQUIM BARBOSA QUITIBA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1610.0,2860.0,56.29370629370629,18,69,47,9,1233.0,2340.0,52.69230769230769,1,63,43,10
29,SRE CARIACICA,3201308,CARIACICA,32035080,EEEFM PROF JOAQUIM BARBOSA QUITIBA,26,ENSINO MEDIO - 2ª SERIE,Matemática,520.0,1940.0,26.804123711340207,0,8,34,55,898.0,2540.0,35.354330708661415,0,14,72,41
29,SRE CARIACICA,3201308,CARIACICA,32035098,CEEFMTI PROFESSOR JOSE LEAO NUNES,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,602.0,980.0,61.42857142857143,9,28,11,1,1288.0,2400.0,53.66666666666666,11,57,44,8
29,SRE CARIACICA,3201308,CARIACICA,32035098,CEEFMTI PROFESSOR JOSE LEAO NUNES,26,ENSINO MEDIO - 2ª SERIE,Matemática,491.0,1060.0,46.320754716981135,7,13,21,12,1004.0,2400.0,41.833333333333336,8,25,61,26
29,SRE CARIACICA,3201308,CARIACICA,32073445,EEEFM NEA SALLES NUNES PEREIRA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1005.0,1640.0,61.28048780487805,6,56,17,3,859.0,1440.0,59.65277777777778,15,33,17,7
29,SRE CARIACICA,3201308,CARIACICA,32073445,EEEFM NEA SALLES NUNES PEREIRA,26,ENSINO MEDIO - 2ª SERIE,Matemática,705.0,1640.0,42.98780487804878,2,20,46,14,536.0,1520.0,35.26315789473684,0,15,37,24
29,SRE CARIACICA,3201308,CARIACICA,32076410,EEEFM DR JOSE MOYSES,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1502.0,3280.0,45.79268292682927,7,59,68,30,1969.0,3740.0,52.64705882352941,15,83,74,15
29,SRE CARIACICA,3201308,CARIACICA,32076410,EEEFM DR JOSE MOYSES,26,ENSINO MEDIO - 2ª SERIE,Matemática,762.0,3300.0,23.09090909090909,0,4,43,118,1575.0,3860.0,40.80310880829016,11,42,81,59
29,SRE CARIACICA,3203346,MARECHAL FLORIANO,32029012,EEEFM VICTORIO BRAVIM,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1319.0,1920.0,68.69791666666667,27,58,11,0,969.0,1460.0,66.36986301369863,9,57,7,0
29,SRE CARIACICA,3203346,MARECHAL FLORIANO,32029012,EEEFM VICTORIO BRAVIM,26,ENSINO MEDIO - 2ª SERIE,Matemática,1054.0,1920.0,54.895833333333336,21,28,32,15,815.0,1540.0,52.922077922077925,10,26,34,7
29,SRE CARIACICA,3203346,MARECHAL FLORIANO,32029993,EEEFM EMILIO OSCAR HULLE,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1401.0,2320.0,60.38793103448276,17,68,24,7,1363.0,2000.0,68.15,31,57,8,4
29,SRE CARIACICA,3203346,MARECHAL FLORIANO,32029993,EEEFM EMILIO OSCAR HULLE,26,ENSINO MEDIO - 2ª SERIE,Matemática,1201.0,2160.0,55.601851851851855,26,37,26,19,1262.0,2000.0,63.1,22,49,24,5
29,SRE CARIACICA,3204500,SANTA LEOPOLDINA,32031661,EEEFM ALICE HOLZMEISTER,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,609.0,1020.0,59.70588235294117,5,32,13,1,508.0,900.0,56.44444444444444,0,29,14,2
29,SRE CARIACICA,3204500,SANTA LEOPOLDINA,32031661,EEEFM ALICE HOLZMEISTER,26,ENSINO MEDIO - 2ª SERIE,Matemática,422.0,960.0,43.958333333333336,6,11,16,15,426.0,960.0,44.375,0,16,23,9
29,SRE CARIACICA,3204500,SANTA LEOPOLDINA,32078625,EEEFM GUILHERMINA HULDA KRUGER REINHOLZ,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,163.0,320.0,50.9375,1,8,6,1,67.0,220.0,30.454545454545453,0,0,8,3
29,SRE CARIACICA,3204500,SANTA LEOPOLDINA,32078625,EEEFM GUILHERMINA HULDA KRUGER REINHOLZ,26,ENSINO MEDIO - 2ª SERIE,Matemática,117.0,260.0,45.0,0,6,6,1,75.0,240.0,31.25,0,0,8,4
29,SRE CARIACICA,3205101,VIANA,32037775,EEEFM MARIA DE NOVAES PINHEIRO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,2596.0,4380.0,59.26940639269407,21,142,43,13,1967.0,3700.0,53.16216216216216,3,101,68,13
29,SRE CARIACICA,3205101,VIANA,32037775,EEEFM MARIA DE NOVAES PINHEIRO,26,ENSINO MEDIO - 2ª SERIE,Matemática,1439.0,4380.0,32.853881278538815,3,18,107,91,1396.0,3880.0,35.97938144329897,1,32,98,63
29,SRE CARIACICA,3205101,VIANA,32037791,EEEFM NELSON VIEIRA PIMENTEL,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1324.0,2460.0,53.82113821138211,9,57,51,6,1845.0,3140.0,58.75796178343949,33,73,37,14
29,SRE CARIACICA,3205101,VIANA,32037791,EEEFM NELSON VIEIRA PIMENTEL,26,ENSINO MEDIO - 2ª SERIE,Matemática,822.0,2660.0,30.902255639097746,3,15,49,66,1413.0,3100.0,45.58064516129032,10,50,61,34
29,SRE CARIACICA,3205101,VIANA,32065027,EEEM AUGUSTO RUSCHI,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,400.0,860.0,46.51162790697674,1,20,11,11,503.0,1140.0,44.12280701754386,2,19,23,13
29,SRE CARIACICA,3205101,VIANA,32065027,EEEM AUGUSTO RUSCHI,26,ENSINO MEDIO - 2ª SERIE,Matemática,215.0,820.0,26.21951219512195,0,2,14,25,479.0,1360.0,35.22058823529412,0,13,29,26
29,SRE CARIACICA,3205101,VIANA,32065051,EEEM IRMA DULCE LOPES PONTE,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,3017.0,5440.0,55.45955882352941,23,146,78,25,2606.0,4560.0,57.14912280701754,29,116,62,21
29,SRE CARIACICA,3205101,VIANA,32065051,EEEM IRMA DULCE LOPES PONTE,26,ENSINO MEDIO - 2ª SERIE,Matemática,1475.0,5260.0,28.041825095057035,1,12,100,150,1910.0,4780.0,39.9581589958159,5,54,111,69
30,SRE LINHARES,3200607,ARACRUZ,32019807,CEEMTI MONSENHOR GUILHERME SCHMITZ,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,3108.0,5540.0,56.101083032490976,24,147,82,24,3128.0,4940.0,63.31983805668016,56,134,47,10
30,SRE LINHARES,3200607,ARACRUZ,32019807,CEEMTI MONSENHOR GUILHERME SCHMITZ,26,ENSINO MEDIO - 2ª SERIE,Matemática,1885.0,5340.0,35.29962546816479,7,40,112,108,3561.0,5100.0,69.82352941176471,108,87,50,10
30,SRE LINHARES,3200607,ARACRUZ,32020023,EEEFM PROFESSOR APARICIO ALVARENGA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,371.0,760.0,48.81578947368421,3,15,14,6,495.0,880.0,56.25,9,19,10,6
30,SRE LINHARES,3200607,ARACRUZ,32020180,EEEFM DYLIO PENEDO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1011.0,1840.0,54.94565217391305,11,38,40,3,951.0,1600.0,59.4375,11,43,21,5
30,SRE LINHARES,3200607,ARACRUZ,32020180,EEEFM DYLIO PENEDO,26,ENSINO MEDIO - 2ª SERIE,Matemática,659.0,1780.0,37.02247191011236,3,17,32,37,657.0,1600.0,41.0625,0,15,52,13
30,SRE LINHARES,3200607,ARACRUZ,32020333,EEEFM ERMENTINA LEAL,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,606.0,1120.0,54.10714285714285,6,21,25,4,774.0,1300.0,59.53846153846154,4,43,16,2
30,SRE LINHARES,3200607,ARACRUZ,32020333,EEEFM ERMENTINA LEAL,26,ENSINO MEDIO - 2ª SERIE,Matemática,319.0,1100.0,29.0,1,2,23,29,533.0,1220.0,43.68852459016394,3,17,29,12
30,SRE LINHARES,3200607,ARACRUZ,32020341,EEEFM CABOCLO BERNARDO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,493.0,900.0,54.77777777777778,5,22,12,6,444.0,1100.0,40.36363636363637,1,17,23,14
30,SRE LINHARES,3200607,ARACRUZ,32020341,EEEFM CABOCLO BERNARDO,26,ENSINO MEDIO - 2ª SERIE,Matemática,354.0,1180.0,30.0,0,8,17,34,382.0,1100.0,34.72727272727273,2,6,23,24
30,SRE LINHARES,3200607,ARACRUZ,32020643,EEEFM PRIMO BITTI,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,1359.0,2120.0,64.10377358490567,25,56,21,4,1133.0,2160.0,52.4537037037037,6,54,34,14
30,SRE LINHARES,3200607,ARACRUZ,32020643,EEEFM PRIMO BITTI,26,ENSINO MEDIO - 2ª SERIE,Matemática,1172.0,1940.0,60.41237113402062,30,40,15,12,876.0,2140.0,40.93457943925234,0,27,47,33
30,SRE LINHARES,3200607,ARACRUZ,32073330,EEEFM MISAEL PINTO NETTO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,2161.0,3740.0,57.780748663101605,19,102,56,10,3218.0,5620.0,57.25978647686833,16,169,78,18
30,SRE LINHARES,3200607,ARACRUZ,32073330,EEEFM MISAEL PINTO NETTO,26,ENSINO MEDIO - 2ª SERIE,Matemática,1425.0,4180.0,34.09090909090909,1,30,93,85,2767.0,5780.0,47.8719723183391,20,94,133,42
30,SRE LINHARES,3200607,ARACRUZ,32081294,EEIEFM ALDEIA CAIEIRAS VELHA,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,308.0,620.0,49.67741935483871,3,15,7,6,354.0,660.0,53.63636363636363,4,14,12,3
30,SRE LINHARES,3200607,ARACRUZ,32081294,EEIEFM ALDEIA CAIEIRAS VELHA,26,ENSINO MEDIO - 2ª SERIE,Matemática,176.0,500.0,35.2,0,6,10,9,272.0,640.0,42.5,2,8,11,11
30,SRE LINHARES,3202504,IBIRACU,32021194,EEEFM NARCEU DE PAIVA FILHO,26,ENSINO MEDIO - 2ª SERIE,Língua Portuguesa,963.0,1660.0,58.01204819277108,8,48,23,4,1187.0,2120.0,55.990566037735846,12,51,33,10
30,SRE LINHARES,3202504,IBIRACU,32021194,EEEFM NARCEU DE PAIVA FILHO,26,ENSINO MEDIO - 2ª SERIE,Matemática,566.0,1660.0,34.09638554216868,3,9,34,37,831.0,2120.0,39.198113207547166,2,20,57,27
