cod_inep,nome_escola,municipio,latitude,longitude,idebes,ama_nu_acerto,ama_nu_total,ama_tx_acerto,olimpiada,participante,regional
32031661,EEEFM ALICE HOLZMEISTER,SANTA LEOPOLDINA,-20.1014983,-40.5287555,4.6,2786.0,5720.0,48.70629370629371,4.133333333333334,1,SRE Cariacica
32032200,EEEFM FREDERICO BOLDT,SANTA MARIA DE JETIBÁ,-20.09625595,-40.67577589,5.2,2433.0,4760.0,51.11344537815126,4.2,0,SRE Afonso Cláudio
32032234,EEEFM SAO LUIS,SANTA MARIA DE JETIBÁ,-20.0033431,-40.7381924,5.2,3477.0,6760.0,51.43491124260355,5.583333333333333,0,SRE Afonso Cláudio
32032269,EEEFM PROF HERMANN BERGER,SANTA MARIA DE JETIBÁ,-20.0493089,-40.703717,5.5,3055.0,5520.0,55.344202898550726,0.0,0,SRE Afonso Cláudio
32032277,EEEFM GRACA ARANHA,SANTA MARIA DE JETIBÁ,-20.0294039,-40.7428789,5.7,12907.0,17380.0,74.26352128883775,6.35,0,SRE Afonso Cláudio
32032579,EEEFM FAZENDA EMILIO SCHROEDER,SANTA MARIA DE JETIBÁ,-20.1234843,-40.84027394,5.3,1948.0,3520.0,55.34090909090909,4.5,0,SRE Afonso Cláudio
32032633,EEEFM ALTO RIO POSSMOSER,SANTA MARIA DE JETIBÁ,-20.0664215,-40.8435108,5.5,2694.0,4960.0,54.314516129032256,4.9,1,SRE Afonso Cláudio
32032951,EEEFM JOSE PINTO COELHO,SANTA TERESA,-19.9397712,-40.6091997,5.0,3309.0,7540.0,43.88594164456234,4.970588235294118,0,SRE Carapina
32033443,EEUEF MARIA JULITA,SANTA TERESA,-19.7987451,-40.6323998,0.0,55.0,100.0,55.0,0.0,1,SRE Carapina
32033478,EEEFM FREDERICO PRETTI,SANTA TERESA,-19.8129174,-40.6774998,5.1,3466.0,5780.0,59.96539792387544,5.37037037037037,0,SRE Carapina
32033540,EEEFM DAVID ROLDI,SÃO ROQUE DO CANAÃ,-19.7513152,-40.6572632,4.6,2557.0,5680.0,45.017605633802816,6.533333333333333,1,SRE Colatina
32033745,EEEFM CEL OLIMPIO CUNHA,CARIACICA,-20.3114231,-40.3911962,4.8,4007.0,12380.0,32.36672051696284,0.0,0,SRE Cariacica
32033796,EEEFM MARIA DE LOURDES POYARES LABUTO,CARIACICA,-20.302642,-40.3936796,4.4,3974.0,9900.0,40.14141414141414,4.845238095238095,0,SRE Cariacica
32033796,EEEFM MARIA DE LOURDES POYARES LABUTO,CARIACICA,-20.302642,-40.3936796,4.4,3974.0,9900.0,40.14141414141414,5.105263157894737,0,SRE Cariacica
32033826,EEEFM JOSE RODRIGUES COUTINHO,CARIACICA,-20.3011387,-40.4050813,4.3,3224.0,6540.0,49.29663608562692,6.0,0,SRE Cariacica
32033940,EEEFM SATURNINO RANGEL MAURO,CARIACICA,-20.262265,-40.381915,4.1,4076.0,10840.0,37.60147601476015,4.4324324324324325,0,SRE Cariacica
32034016,EEEFM ANA LOPES BALESTRERO,CARIACICA,-20.2892883,-40.37809,4.3,3446.0,10940.0,31.49908592321755,7.0,0,SRE Cariacica
32034040,EEEFM SAO JOAO BATISTA - CARIACICA,CARIACICA,-20.27374555,-40.41355426,3.9,5598.0,15320.0,36.54046997389034,0.0,1,SRE Cariacica
32034636,EEEFMTI ITAGIBA ESCOBAR,CARIACICA,-20.321885,-40.3664901,4.1,1626.0,3140.0,51.78343949044586,4.666666666666667,0,SRE Cariacica
32034644,EEEFM JOSE VITOR FILHO,CARIACICA,-20.33288001,-40.40792273,4.4,5262.0,10540.0,49.92409867172675,6.875,0,SRE Cariacica
32034652,EEEFM JESUS CRISTO REI,CARIACICA,-20.3492974,-40.4063497,4.3,4307.0,12140.0,35.477759472817134,6.7407407407407405,1,SRE Cariacica
32034679,EEEFM JOAO CRISOSTOMO BELESA,CARIACICA,-20.3126967,-40.3673602,4.0,5539.0,13540.0,40.90841949778434,4.802197802197802,0,SRE Cariacica
32034741,EEEFM MARIANO FIRME DE SOUZA,CARIACICA,-20.362211,-40.3676403,0.0,2574.0,5400.0,47.66666666666666,0.0,0,SRE Cariacica
32034814,CEEFTI PRESIDENTE CASTELO BRANCO,CARIACICA,-20.3082968,-40.3671841,0.0,1624.0,3360.0,48.333333333333336,0.0,0,SRE Cariacica
32034857,CEEFMTI PROFESSORA MARIA PENEDO,CARIACICA,-20.3264069,-40.3743092,5.5,2965.0,6460.0,45.89783281733746,6.777777777777778,0,SRE Cariacica
32034920,EEEF STELLITA RAMOS,CARIACICA,-20.3009168,-40.3625431,0.0,1834.0,4080.0,44.95098039215687,0.0,1,SRE Cariacica
32034954,EEEFM THEODOMIRO RIBEIRO COELHO,CARIACICA,-20.3353908,-40.4229679,4.8,4137.0,7580.0,54.577836411609496,5.486486486486487,0,SRE Cariacica
32035004,EEEFM ALZIRA RAMOS,CARIACICA,-20.3806658,-40.3696219,4.4,4182.0,11460.0,36.49214659685864,4.161764705882353,0,SRE Cariacica
32035012,EEEFM ARY PARREIRAS,CARIACICA,-20.3371484,-40.3955714,5.1,5358.0,12920.0,41.47058823529412,5.28,0,SRE Cariacica
32035039,EEEFM HUNNEY EVEREST PIOVESAN,CARIACICA,-20.3469718,-40.38694,3.7,8425.0,21460.0,39.259086672879775,6.2,0,SRE Cariacica
32035063,EEEFM PROF MARIA DE LOURDES SANTOS SILVA,CARIACICA,-20.3294737,-40.3682496,4.3,4073.0,8060.0,50.53349875930521,4.333333333333333,0,SRE Cariacica
32035080,EEEFM PROF JOAQUIM BARBOSA QUITIBA,CARIACICA,-20.3287307,-40.390851,4.4,4697.0,12460.0,37.69662921348315,5.017543859649122,0,SRE Cariacica
32035098,CEEFMTI PROFESSOR JOSE LEAO NUNES,CARIACICA,-20.3451273,-40.3652207,5.2,3640.0,7680.0,47.395833333333336,5.428571428571429,0,SRE Cariacica
32035390,EEEFM CAMPINHO,SERRA,-20.1406497,-40.2873494,0.0,2523.0,4740.0,53.22784810126582,0.0,0,SRE Carapina
32035403,EEEFM GETULIO PIMENTEL LOUREIRO,SERRA,-20.1192577,-40.3013828,0.0,2286.0,3700.0,61.78378378378378,0.0,0,SRE Carapina
32035470,EEEF PROFESSORA ADEVALNI AZEVEDO,SERRA,-20.146133,-40.2932355,0.0,1436.0,2160.0,66.48148148148148,0.0,0,SRE Carapina
32035500,EEEFM PROFESSOR JOAO ANTUNES DAS DORES,SERRA,-20.1345597,-40.2867927,3.8,3978.0,10540.0,37.74193548387097,3.066666666666667,1,SRE Carapina
32035519,EEEFM PROF JOAO LOYOLA,SERRA,-20.1237235,-40.3079923,4.4,8407.0,21220.0,39.61828463713478,4.218181818181818,0,SRE Carapina
32035527,EEEM CLOVIS BORGES MIGUEL,SERRA,-20.1307738,-40.3083182,5.5,11225.0,18120.0,61.94812362030905,4.923664122137405,0,SRE Carapina
32036027,EEEF PREFEITO JOSE MARIA MIGUEL FEU ROSA,SERRA,-20.1937762,-40.1929669,0.0,1323.0,2260.0,58.53982300884956,0.0,1,SRE Carapina
32036051,EEEFM ANTONIO ENGRACIO DA SILVA,SERRA,-20.1733154,-40.2133425,0.0,750.0,1700.0,44.11764705882353,4.483870967741935,0,SRE Carapina
32036060,EEEFM ANTONIO LUIZ VALIATI,SERRA,-20.2009077,-40.2740201,0.0,2539.0,4480.0,56.674107142857146,0.0,0,SRE Carapina
32036086,EEEFM ARLINDO FERREIRA LOPES,SERRA,-20.2342048,-40.2792937,0.0,3181.0,7160.0,44.427374301675975,0.0,0,SRE Carapina
32036094,EEEF CARAPEBUS,SERRA,-20.2313548,-40.2163892,0.0,1156.0,1900.0,60.8421052631579,0.0,0,SRE Carapina
32036116,EEEFM D JOAO BATISTA DA MOTTA E ALBUQUERQUE,SERRA,-20.2271484,-40.2805104,0.0,1069.0,2120.0,50.4245283018868,0.0,0,SRE Carapina
32036124,EEEFM ELICE BAPTISTA GAUDIO,SERRA,-20.1411661,-40.2451831,0.0,6084.0,12400.0,49.064516129032256,5.666666666666667,0,SRE Carapina
32036167,EEEF JONES JOSE DO NASCIMENTO,SERRA,-20.2169749,-40.2754914,0.0,691.0,1320.0,52.34848484848485,0.0,0,SRE Carapina
32036175,EEEF JUDITH LEAO CASTELO RIBEIRO,SERRA,-20.1700994,-40.2804005,0.0,855.0,1800.0,47.5,0.0,1,SRE Carapina
32036183,EEEF MANOEL LOPES,SERRA,-20.1793364,-40.258642,0.0,2742.0,4500.0,60.93333333333333,0.0,0,SRE Carapina
32036191,EEEFM MARIA PENEDO,SERRA,-20.19844192,-40.26159623,0.0,4736.0,8900.0,53.21348314606742,0.0,0,SRE Carapina
32036205,EEEFM MARINETE DE SOUZA LIRA,SERRA,-20.175235,-40.2080685,5.5,8731.0,22460.0,38.87355298308104,6.2,0,SRE Carapina
32036213,EEEFM MARINGA,SERRA,-20.165785,-40.2526101,0.0,3134.0,5220.0,60.03831417624521,0.0,0,SRE Carapina
32036221,EEEFM MESTRE ALVARO,SERRA,-20.1474405,-40.2639685,0.0,5526.0,9600.0,57.5625,0.0,1,SRE Carapina
32036442,EEEFM NOVA CARAPINA,SERRA,-20.1534248,-40.2658962,4.4,7502.0,13640.0,55.0,4.478260869565218,0,SRE Carapina
32036477,EEEFM MARIA JOSE ZOUAIN DE MIRANDA,SERRA,-20.20492789,-40.26344191,0.0,2636.0,5420.0,48.63468634686347,0.0,0,SRE Carapina
32036493,EEEFM PROF JURACI MACHADO,SERRA,-20.1748239,-40.243952,0.0,3995.0,7620.0,52.42782152230971,5.351351351351352,0,SRE Carapina
32036523,EEEFM ROMULO CASTELLO,SERRA,-20.2311466,-40.2730487,4.5,5781.0,12060.0,47.93532338308458,6.771929824561403,0,SRE Carapina
32036531,EEEFM SIZENANDO PECHINCHA,SERRA,-20.171372,-40.2582297,4.3,5281.0,12800.0,41.2578125,4.51685393258427,0,SRE Carapina
32036540,EEEF TAQUARA I,SERRA,-20.1850484,-40.26259597,0.0,3086.0,5280.0,58.446969696969695,0.0,0,SRE Carapina
32036558,EEEFM BELMIRO TEIXEIRA PIMENTA,SERRA,-20.2377402,-40.2762903,4.1,3923.0,10540.0,37.22011385199241,5.611940298507463,0,SRE Carapina
32036566,EEEFM CLOTILDE RATO,SERRA,-20.2474956,-40.2644607,4.4,3179.0,7180.0,44.27576601671309,5.047619047619048,0,SRE Carapina
32036574,EEEFM IRACEMA CONCEICAO SILVA,SERRA,-20.2055313,-40.2491967,0.0,4801.0,8580.0,55.95571095571096,0.0,0,SRE Carapina
32036582,EEEFM PROF HILDA MIRANDA NASCIMENTO,SERRA,-20.1520369,-40.2514087,4.7,8638.0,16020.0,53.920099875156055,6.108695652173913,0,SRE Carapina
32037163,EEEFM FRANCISCO NASCIMENTO,SERRA,-20.1590283,-40.1870433,5.5,7181.0,11100.0,64.69369369369369,6.2926829268292686,0,SRE Carapina
32037171,EEEFM GERMANO ANDRE LUBE,SERRA,-20.1265411,-40.1871173,0.0,4503.0,8320.0,54.12259615384615,4.571428571428571,0,SRE Carapina
32037180,EEEFM JACARAIPE,SERRA,-20.1390353,-40.1917817,3.7,10011.0,19560.0,51.18098159509202,6.766666666666667,0,SRE Carapina
32037260,EEEFM SILVIO EGITO SOBRINHO,SERRA,-20.1974805,-40.2782487,4.4,5991.0,13380.0,44.775784753363226,4.575,0,SRE Carapina
32037350,EEEFM LARANJEIRAS,SERRA,-20.1844044,-40.2694572,4.2,3912.0,7400.0,52.86486486486486,3.842105263157895,0,SRE Carapina
32037368,EEEFM ARISTOBULO BARBOSA LEAO,SERRA,-20.2091087,-40.2626781,5.0,10544.0,23520.0,44.82993197278912,5.888888888888889,0,SRE Carapina
32037473,EEEF VIRGINIO PEREIRA,SERRA,-20.0578881,-40.1910055,0.0,2232.0,3240.0,68.88888888888889,0.0,0,SRE Carapina
32037775,EEEFM MARIA DE NOVAES PINHEIRO,VIANA,-20.361616,-40.4046052,4.0,5575.0,15800.0,35.28481012658228,4.266187050359712,0,SRE Cariacica
32037791,EEEFM NELSON VIEIRA PIMENTEL,VIANA,-20.3915561,-40.4964838,4.0,4351.0,11420.0,38.09982486865149,5.833333333333333,0,SRE Cariacica
32038461,EEEFM TERRA VERMELHA,VILA VELHA,-20.4451476,-40.3520862,3.8,3989.0,11380.0,35.05272407732865,4.584158415841584,0,SRE Vila Velha
32038488,EEEFM AGENOR DE SOUZA LE,VILA VELHA,-20.3461491,-40.2988379,4.8,3642.0,8960.0,40.64732142857143,4.8604651162790695,0,SRE Vila Velha
32038496,EEEFM FRANCELINA CARNEIRO SETUBAL,VILA VELHA,-20.37256204,-40.30759681,4.9,6125.0,13060.0,46.8989280245023,4.555555555555555,0,SRE Vila Velha
32038500,EEEFM LUIZ MANOEL VELLOZO,VILA VELHA,-20.3324153,-40.3126002,4.8,3413.0,8760.0,38.96118721461188,6.75,0,SRE Vila Velha
32038534,EEEFM PROF GERALDO COSTA ALVES,VILA VELHA,-20.3547768,-40.3035877,4.6,4002.0,10720.0,37.332089552238806,6.076923076923077,0,SRE Vila Velha
32038569,CEET VASCO COUTINHO,VILA VELHA,-20.3368439,-40.292869,0.0,0.0,0.0,0.0,0.0,1,SRE Vila Velha
32038755,EEEM GODOFREDO SCHNEIDER,VILA VELHA,-20.3296627,-40.2926359,5.4,6373.0,14220.0,44.81715893108298,5.483870967741935,0,SRE Vila Velha
32038852,EEEFM ADOLFINA ZAMPROGNO,VILA VELHA,-20.3375636,-40.3371604,4.6,3882.0,11000.0,35.29090909090909,4.709090909090909,0,SRE Vila Velha
32038941,EEEM DR FRANCISCO FREITAS LIMA,VILA VELHA,-20.3328604,-40.3344365,4.6,2640.0,7980.0,33.08270676691729,3.6666666666666665,0,SRE Vila Velha
32039085,EEEM BENICIO GONCALVES,VILA VELHA,-20.3736894,-40.3505495,4.9,6678.0,16160.0,41.32425742574257,5.787234042553192,0,SRE Vila Velha
32039352,CEEFMTI ASSISOLINA ASSIS ANDRADE,VILA VELHA,-20.3392717,-40.3232333,5.1,2268.0,5480.0,41.38686131386861,4.285714285714286,0,SRE Vila Velha
32039387,EEEFM CATHARINA CHEQUER,VILA VELHA,-20.3686608,-40.3200622,4.3,2584.0,6360.0,40.62893081761006,5.555555555555555,1,SRE Vila Velha
32039409,EEEFM FLORENTINO AVIDOS,VILA VELHA,-20.3531491,-40.3171178,4.7,6824.0,15640.0,43.631713554987215,6.35,0,SRE Vila Velha
32039417,CEEFMTI PROFESSORA MAURA ABAURRE,VILA VELHA,-20.3660674,-40.3134464,5.1,2197.0,4960.0,44.29435483870968,5.75,0,SRE Vila Velha
32039565,EEEFM MARCILIO DIAS,VILA VELHA,-20.4249101,-40.3268964,5.1,2727.0,5800.0,47.01724137931034,5.590163934426229,0,SRE Vila Velha
32039603,EEEFM JUDITH DA SILVA GOES COUTINHO,VILA VELHA,-20.5171539,-40.361287,4.8,2141.0,5300.0,40.39622641509434,6.0,0,SRE Vila Velha
32039727,CEEFMTI GALDINO ANTONIO VIEIRA,VILA VELHA,-20.347439,-40.3303467,4.3,2687.0,7080.0,37.951977401129945,4.565217391304348,0,SRE Vila Velha
32039867,EEEM ORMANDA GONCALVES,VILA VELHA,-20.3467471,-40.3547719,4.6,9035.0,17980.0,50.25027808676307,5.241071428571429,0,SRE Vila Velha
32039883,EEEFM SILVIO ROCIO,VILA VELHA,-20.3300292,-40.348825,4.3,754.0,2120.0,35.56603773584906,6.0,0,SRE Vila Velha
32039972,CEEJA DE VITORIA,VITÓRIA,-20.3181496,-40.3355123,0.0,0.0,0.0,0.0,1.6666666666666667,1,SRE Carapina
32040067,EEEM COLEGIO ESTADUAL DO ESPIRITO SANTO,VITÓRIA,-20.3182174,-40.3243934,4.1,13167.0,27560.0,47.775761973875184,5.0227272727272725,1,SRE Carapina
32040288,EEEM GOMES CARDIM,VITÓRIA,-20.3177567,-40.3301648,4.3,815.0,2240.0,36.38392857142857,4.695652173913044,0,SRE Carapina
32040300,EEEFM HILDEBRANDO LUCAS,VITÓRIA,-20.2968979,-40.3161071,0.0,0.0,0.0,0.0,4.0588235294117645,0,SRE Carapina
32040334,EEEFM IRMA MARIA HORTA,VITÓRIA,-20.2980884,-40.2941857,4.5,7116.0,18000.0,39.53333333333333,5.555555555555555,0,SRE Carapina
32040695,EEEFM AFLORDIZIO CARVALHO DA SILVA,VITÓRIA,-20.2952586,-40.3109794,3.8,2557.0,8000.0,31.9625,5.5,0,SRE Carapina
32040725,EEEFM MAJOR ALFREDO PEDRO RABAYOLLI,VITÓRIA,-20.3154936,-40.3580188,4.0,4929.0,10700.0,46.06542056074766,5.333333333333333,0,SRE Carapina
32040733,EEEFM MARIA ORTIZ,VITÓRIA,-20.3209781,-40.3405649,5.0,6067.0,14580.0,41.61179698216736,5.6909090909090905,0,SRE Carapina
32040784,CEEMTI PROF FERNANDO DUARTE RABELO,VITÓRIA,-20.3094974,-40.2947334,4.2,4512.0,12200.0,36.98360655737705,5.569230769230769,0,SRE Carapina
32041560,EEEFM ALMIRANTE BARROSO,VITÓRIA,-20.2669944,-40.299434,4.0,6713.0,15440.0,43.4779792746114,5.941176470588236,0,SRE Carapina
32041640,EEEM ARNULPHO MATTOS,VITÓRIA,-20.2720138,-40.2939428,5.3,11663.0,23940.0,48.71762740183793,6.166666666666667,0,SRE Carapina
32041756,EEEFM CAMILA MOTTA,ALFREDO CHAVES,-20.6381629,-40.7465624,5.3,2946.0,5140.0,57.31517509727627,4.666666666666667,1,SRE Vila Velha
32042647,EEEFM CORONEL GOMES DE OLIVEIRA,ANCHIETA,-20.7996681,-40.6421648,4.6,4546.0,9600.0,47.35416666666666,5.615384615384615,0,SRE Vila Velha
32043490,EEEFM ANGELICA PAIXAO,GUARAPARI,-20.6616597,-40.5042247,4.9,5161.0,11220.0,45.998217468805706,5.333333333333333,0,SRE Vila Velha
32043546,EEEM LEANDRO ESCOBAR,GUARAPARI,-20.6215675,-40.4672481,4.5,2413.0,5700.0,42.333333333333336,5.5,0,SRE Vila Velha
32043554,EEEFM MANOEL ROZINDO DA SILVA,GUARAPARI,-20.7379968,-40.5389735,5.3,2111.0,3900.0,54.12820512820513,4.1,0,SRE Vila Velha
32043635,EEEFM PROFESSORA MARIA DA GLORIA FLORES DA SILVA DE SOUZA,GUARAPARI,-20.5232745,-40.5333962,4.8,1699.0,2540.0,66.88976377952756,5.888888888888889,0,SRE Vila Velha
32043651,EEEFM ZENOBIA LEAO,GUARAPARI,-20.67421754,-40.50551745,4.0,2199.0,5720.0,38.44405594405595,6.0227272727272725,0,SRE Vila Velha
32043660,EEEFM ZULEIMA FORTES FARIA,GUARAPARI,-20.6638097,-40.5075077,4.8,4327.0,8700.0,49.735632183908045,5.647058823529412,0,SRE Vila Velha
32043686,EEEM DOUTOR SILVA MELLO,GUARAPARI,-20.67295135,-40.50267284,4.7,10824.0,21340.0,50.72164948453608,4.666666666666667,0,SRE Vila Velha
32043694,EEEFM LYRA RIBEIRO SANTOS,GUARAPARI,-20.6831843,-40.5149008,4.4,2002.0,3940.0,50.81218274111675,5.666666666666667,0,SRE Vila Velha
32043830,EEEM GUARAPARI,GUARAPARI,-20.6711598,-40.4974091,4.8,4142.0,8580.0,48.27505827505828,5.818181818181818,1,SRE Vila Velha
32044364,EEEFM CEL ANTONIO DUARTE,ICONHA,-20.7895301,-40.8159331,5.4,4879.0,8980.0,54.33184855233853,7.0,0,SRE Cachoeiro de Itapemirim
32044747,EEEFM PROFESSORA FILOMENA QUITIBA,PIÚMA,-20.83773565,-40.72666275,4.8,5442.0,11100.0,49.02702702702703,4.666666666666667,0,SRE Vila Velha
32044950,EEEFM WALDEMIRO HEMERLY,RIO NOVO DO SUL,-20.8638162,-40.9323705,4.6,5308.0,9320.0,56.952789699570815,5.825,1,SRE Cachoeiro de Itapemirim
32045360,EEEFM PROFESSOR PEDRO SIMAO,ALEGRE,-20.7664681,-41.5458981,5.7,2480.0,5340.0,46.441947565543074,5.0,0,SRE Guaçuí
32045379,CEEFMTI ARISTEU AGUIAR,ALEGRE,-20.7589086,-41.5374543,5.3,2457.0,5080.0,48.36614173228347,7.0,0,SRE Guaçuí
32045719,EEEFM ANA MONTEIRO DE PAIVA,ALEGRE,-20.611608,-41.4496379,5.3,1469.0,2020.0,72.72277227722772,4.0,1,SRE Guaçuí
32045867,EEEFM OSCAR DE ALMEIDA GAMA,ALEGRE,-20.5928034,-41.555549,6.8,1126.0,1620.0,69.50617283950618,5.0,1,SRE Guaçuí
32046022,EEEFM JOSE CORRENTE,ALEGRE,-20.8684109,-41.5716169,5.8,2457.0,3560.0,69.01685393258427,4.888888888888889,0,SRE Guaçuí
32046103,EEEFM SIRENA REZENDE FONSECA,ALEGRE,-20.7647567,-41.592005,5.2,1663.0,3240.0,51.32716049382716,5.75,0,SRE Guaçuí
32046197,EEEFM PROFª CELIA TEIXEIRA DO CARMO,ALEGRE,-20.7567023,-41.4591117,5.2,3166.0,4800.0,65.95833333333333,4.8,0,SRE Guaçuí
32046383,EEEFM JUVENAL NOLASCO,DIVINO DE SÃO LOURENÇO,-20.6223125,-41.6866183,5.5,2292.0,4500.0,50.93333333333333,5.25,0,SRE Guaçuí
32046634,EEEFM PEDRO DE ALCANTARA GALVEAS,DORES DO RIO PRETO,-20.692903,-41.8489949,5.1,3230.0,5780.0,55.88235294117647,5.666666666666667,0,SRE Guaçuí
32046642,EEEFM SAO JOSE - DORES DO RIO PRETO,DORES DO RIO PRETO,-20.5551893,-41.8187705,5.4,1787.0,3520.0,50.76704545454545,5.0,0,SRE Guaçuí
32046901,EEEFM ANTONIO CARNEIRO RIBEIRO,GUAÇUÍ,-20.770824,-41.6788325,4.7,4675.0,10000.0,46.75,5.5,0,SRE Guaçuí
32047002,CEEFMTI MONSENHOR MIGUEL DE SANCTIS,GUAÇUÍ,-20.7845189,-41.6842821,4.3,543.0,1840.0,29.51086956521739,3.2,0,SRE Guaçuí
32047720,EEEFM PROFESSORA MARIA TRINDADE DE OLIVEIRA,IBATIBA,-20.23469332,-41.50818648,5.2,6614.0,12680.0,52.1608832807571,5.564102564102564,0,SRE Guaçuí
32048092,EEEFM ANTONIO LEMOS JUNIOR,IBITIRAMA,-20.5388465,-41.6612205,4.9,3585.0,6120.0,58.57843137254902,4.8,0,SRE Guaçuí
32048106,EEEFM OLAVO RODRIGUES DA COSTA,IBITIRAMA,-20.5133586,-41.7159909,4.8,2742.0,4320.0,63.47222222222222,5.818181818181818,0,SRE Guaçuí
32048459,EEEFM BERNARDO HORTA,IRUPI,-20.3459965,-41.6411507,5.3,4413.0,8040.0,54.88805970149254,5.03030303030303,0,SRE Guaçuí
32048920,CEEFMTI HENRIQUE COUTINHO,IÚNA,-20.347524,-41.5323537,5.0,3491.0,8120.0,42.99261083743843,5.583333333333333,0,SRE Guaçuí
32049242,EEEFM PADRE AFONSO BRAZ,IÚNA,-20.2771509,-41.7778903,5.2,3321.0,5920.0,56.097972972972975,5.2631578947368425,1,SRE Guaçuí
32049536,CEEFMTI BRAULIO FRANCO,MUNIZ FREIRE,-20.4629482,-41.4130894,5.5,3930.0,5960.0,65.93959731543625,5.607142857142857,1,SRE Guaçuí
32050364,EEEFM ARQUIMIMO MATTOS,MUNIZ FREIRE,-20.336727,-41.3902912,5.7,4019.0,6740.0,59.62908011869436,5.076923076923077,0,SRE Guaçuí
32050984,EEEFM CANDIDA POVOA,APIACÁ,-21.15134197,-41.56941055,4.8,2009.0,4360.0,46.07798165137615,6.0,0,SRE Guaçuí
32051328,EEEFM FERNANDO DE ABREU,ATÍLIO VIVÁCQUA,-20.9128758,-41.1963302,6.4,3344.0,6660.0,50.21021021021021,3.727272727272727,0,SRE Cachoeiro de Itapemirim
32051840,EEEFM HORACIO PLINIO,BOM JESUS DO NORTE,-21.1327674,-41.6782577,5.1,958.0,2100.0,45.61904761904762,3.692307692307693,0,SRE Guaçuí
32052081,CEEJA DE CACHOEIRO DE ITAPEMIRIM,CACHOEIRO DE ITAPEMIRIM,-20.85384157,-41.10562865,0.0,0.0,0.0,0.0,3.8,0,SRE Cachoeiro de Itapemirim
32052103,EEEM CEI ATTILA DE ALMEIDA MIRANDA,CACHOEIRO DE ITAPEMIRIM,-20.8423045,-41.12856382,4.7,10644.0,20080.0,53.00796812749004,5.79,0,SRE Cachoeiro de Itapemirim
32052189,EEEFM AGOSTINHO SIMONATO,CACHOEIRO DE ITAPEMIRIM,-20.84987253,-41.14631918,5.3,4053.0,7640.0,53.04973821989529,4.735294117647059,0,SRE Cachoeiro de Itapemirim
32052189,EEEFM AGOSTINHO SIMONATO,CACHOEIRO DE ITAPEMIRIM,-20.84987253,-41.14631918,5.3,4053.0,7640.0,53.04973821989529,6.195652173913044,0,SRE Cachoeiro de Itapemirim
32052235,EEEFM BERNARDINO MONTEIRO,CACHOEIRO DE ITAPEMIRIM,-20.8595481,-41.1180524,0.0,2010.0,3540.0,56.77966101694916,0.0,0,SRE Cachoeiro de Itapemirim
32052243,EEEFM CAROLINA PASSOS GAIGHER,CACHOEIRO DE ITAPEMIRIM,-20.84480421,-41.10885943,0.0,1820.0,3060.0,59.47712418300654,0.0,0,SRE Cachoeiro de Itapemirim
32052308,CEEFMTI FRANCISCO COELHO AVILA JUNIOR,CACHOEIRO DE ITAPEMIRIM,-20.85340404,-41.09369801,5.4,3704.0,6960.0,53.2183908045977,4.75,0,SRE Cachoeiro de Itapemirim
32052316,EEEFM FRATERNIDADE E LUZ,CACHOEIRO DE ITAPEMIRIM,-20.85419856,-41.11223526,5.1,4038.0,6500.0,62.12307692307692,7.314285714285714,0,SRE Cachoeiro de Itapemirim
32052340,EEEFM PROFESSORA INAH WERNECK,CACHOEIRO DE ITAPEMIRIM,-20.8415364,-41.1169186,0.0,3388.0,6460.0,52.44582043343653,0.0,0,SRE Cachoeiro de Itapemirim
32052405,EEEFM LIONS SEBASTIAO PAIVA VIDAURRE,CACHOEIRO DE ITAPEMIRIM,-20.8324401,-41.1561586,5.1,3115.0,6740.0,46.21661721068249,7.0,0,SRE Cachoeiro de Itapemirim
32052499,EEEFM NEWTRO FERREIRA DE ALMEIDA,CACHOEIRO DE ITAPEMIRIM,-20.87553298,-41.10454487,4.5,1236.0,2440.0,50.65573770491803,6.5,0,SRE Cachoeiro de Itapemirim
32052529,EEEFM PRESIDENTE GETULIO VARGAS,CACHOEIRO DE ITAPEMIRIM,-20.8419193,-41.1144427,4.8,9447.0,17740.0,53.252536640360766,6.090909090909091,0,SRE Cachoeiro de Itapemirim
32052545,EEEFM PROF CLAUDIONOR RIBEIRO,CACHOEIRO DE ITAPEMIRIM,-20.84268949,-41.12630747,4.7,3752.0,7220.0,51.96675900277008,5.352941176470588,0,SRE Cachoeiro de Itapemirim
32052618,EEEFM PROF HOSANA SALLES,CACHOEIRO DE ITAPEMIRIM,-20.8313409,-41.1760536,5.2,4126.0,7320.0,56.36612021857923,4.928571428571429,0,SRE Cachoeiro de Itapemirim
32052634,EEEFM QUINTILIANO DE AZEVEDO,CACHOEIRO DE ITAPEMIRIM,-20.8463483,-41.12578,0.0,3477.0,7100.0,48.971830985915496,0.0,0,SRE Cachoeiro de Itapemirim
32052650,EEEF SANTA CECILIA,CACHOEIRO DE ITAPEMIRIM,-20.8408989,-41.1092388,0.0,1021.0,1960.0,52.09183673469388,0.0,0,SRE Cachoeiro de Itapemirim
32052693,EEEFM WILSON RESENDE,CACHOEIRO DE ITAPEMIRIM,-20.6806538,-41.3473509,4.4,1735.0,3280.0,52.89634146341464,3.875,0,SRE Cachoeiro de Itapemirim
32052731,CEEFMTI LICEU MUNIZ FREIRE,CACHOEIRO DE ITAPEMIRIM,-20.8530326,-41.1063251,5.0,3021.0,4900.0,61.6530612244898,5.555555555555555,0,SRE Cachoeiro de Itapemirim
